Year,GEO ID,State,State Abbreviation,County Name,"New Diagnoses
Cases","New Diagnoses
Rate","New Diagnoses
Rate Stability","New Diagnoses
Male Rate","New Diagnoses
Male Rate Stability","New Diagnoses
Male Cases","New Diagnoses
Female Rate","New Diagnoses
Female Rate
Stability","New Diagnoses
Female Cases","New Diagnoses
Black Rate","New Diagnoses
Black Rate Stability","New Diagnoses
Black Cases","New Diagnoses
White Rate","New Diagnoses
White Rate Stability","New Diagnoses
White Cases","New Diagnoses
Hispanic Rate","New Diagnoses
Hispanic Rate
Stability","New Diagnoses
Hispanic Cases","New Diagnoses
Asian Rate","New Diagnoses
Asian Rate Stability","New Diagnoses
Asian Cases","New Diagnoses
American
Indian/Alaska
Native Rate","New Diagnoses
American
Indian/Alaska
Native Rate
Stability","New Diagnoses
American
Indian/Alaska
Native Cases","New Diagnoses
Multiple Races Rate","New Diagnoses
Multiple Races Rate
Stability","New Diagnoses
Multiple Races
Cases","New Diagnoses
Native
Hawaiian/Other
Pacific Islander
Rate","New Diagnoses
Native
Hawaiian/Other
Pacific Islander
Rate Stability","New Diagnoses
Native
Hawaiian/Other
Pacific Islander
Cases","New Diagnoses
Age 13-24 Rate","New Diagnoses
Age 13-24 Rate
Stability","New Diagnoses
Age 13-24 Cases","New Diagnoses
Age 25-34 Rate","New Diagnoses
Age 25-34 Rate
Stability","New Diagnoses
Age 25-34 Cases","New Diagnoses
Age 35-44 Rate","New Diagnoses
Age 35-44 Rate
Stability","New Diagnoses
Age 35-44 Cases","New Diagnoses
Age 45-54 Rate","New Diagnoses
Age 45-54 Rate
Stability","New Diagnoses
Age 45-54 Cases","New Diagnoses
Age 55-64 Rate","New Diagnoses
Age 55-64 Rate
Stability","New Diagnoses
Age 55-64 Cases","New Diagnoses
Age 65+ Rate","New Diagnoses
Age 65+ Rate
Stability","New Diagnoses
Age 65+ Cases","New Diagnoses
Heterosexual
Contact Percent","New Diagnoses
Heterosexual
Contact Cases","New Diagnoses IDU
Percent","New Diagnoses IDU
Cases","New Diagnoses
Other Transmission
Category Percent","New Diagnoses
Other Transmission
Category Cases","New Diagnoses
MSM Rate","New Diagnoses
MSM Percent","New Diagnoses
MSM Cases","New Diagnoses
MSM/IDU Percent","New Diagnoses
MSM/IDU Cases","New Diagnoses
Male and MSM
Percent","New Diagnoses
Male and MSM
Cases","New Diagnoses
Male and IDU
Percent","New Diagnoses
Male and IDU
Cases","New Diagnoses
Male and MSM/IDU
Percent","New Diagnoses
Male and MSM/IDU
Cases","New Diagnoses
Male and
Heterosexual
Contact Percent","New Diagnoses
Male and
Heterosexual
Contact Cases","New Diagnoses
Male and Other
Transmission
Category Percent","New Diagnoses
Male and Other
Transmission
Category Cases","New Diagnoses
Female and IDU
Percent","New Diagnoses
Female and IDU
Cases","New Diagnoses
Female and
Heterosexual
Contact Percent","New Diagnoses
Female and
Heterosexual
Contact Cases","New Diagnoses
Female and Other
Transmission
Category Percent","New Diagnoses
Female and Other
Transmission
Category Cases","Correctional
Facility Warning"
2010,51059,Virginia,VA,Fairfax County,125,14,Y,21,Y,93,7,Y,32,68,Y,54,6,Y,31,20,Y,26,1,N,2,0,-9,0,64.3,Y,12,0,-9,0,8,Y,12,30,Y,48,21,Y,35,9,Y,16,10,Y,13,1,N,1,31.2,39,3.2,4,0,0,0.5,63.2,79,2.4,3,84.9,79,2.2,2,3.2,3,10.8,10,0,0,9.4,3,90.6,29,0,0,1
2010,51061,Virginia,VA,Fauquier County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51063,Virginia,VA,Floyd County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2010,51065,Virginia,VA,Fluvanna County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2010,51067,Virginia,VA,Franklin County,7,15,N,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,-1,-1,0,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51069,Virginia,VA,Frederick County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51071,Virginia,VA,Giles County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2010,51073,Virginia,VA,Gloucester County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51075,Virginia,VA,Goochland County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51077,Virginia,VA,Grayson County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51079,Virginia,VA,Greene County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2010,51081,Virginia,VA,Greensville County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2010,51083,Virginia,VA,Halifax County,5,16,N,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,-1,-1,0,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51085,Virginia,VA,Hanover County,7,8,N,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,71.4,5,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51087,Virginia,VA,Henrico County,46,18,Y,30,Y,35,8,N,11,40,Y,29,8,Y,12,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,26,Y,12,32,Y,14,18,N,8,20,N,9,-1,-9,-1,-1,-9,-1,30.4,14,-1,-1,0,0,0.8,60.9,28,-1,-1,80,28,-1,-1,-1,-1,-1,-1,0,0,-1,-1,90.9,10,0,0,0
2010,51089,Virginia,VA,Henry County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2010,51091,Virginia,VA,Highland County,0,0,-9,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2010,51093,Virginia,VA,Isle of Wight County,5,17,N,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,0,0,-1,-1,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51095,Virginia,VA,James City County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51097,Virginia,VA,"King and Queen
County",0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2010,51099,Virginia,VA,King George County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51101,Virginia,VA,King William County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51103,Virginia,VA,Lancaster County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51105,Virginia,VA,Lee County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,1
2010,51107,Virginia,VA,Loudoun County,18,7,Y,8,N,10,6,N,8,28,N,5,3,N,5,24,N,7,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,0,-9,0,11,N,5,12,N,7,-1,-9,-1,-1,-9,-1,0,-9,0,50,9,-1,-1,0,0,0.2,38.9,7,-1,-1,70,7,-1,-1,-1,-1,-1,-1,0,0,-1,-1,87.5,7,0,0,0
2010,51109,Virginia,VA,Louisa County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2010,51111,Virginia,VA,Lunenburg County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2010,51113,Virginia,VA,Madison County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51115,Virginia,VA,Mathews County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2010,51117,Virginia,VA,Mecklenburg County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2010,51119,Virginia,VA,Middlesex County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51121,Virginia,VA,Montgomery County,8,10,N,19,N,8,0,-9,0,-1,-9,-1,8,N,6,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,0,0,0,0,0,1,100,8,0,0,100,8,0,0,0,0,0,0,0,0,-8,0,-8,0,-8,0,0
2010,51125,Virginia,VA,Nelson County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2010,51127,Virginia,VA,New Kent County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2010,51131,Virginia,VA,Northampton County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2010,51133,Virginia,VA,"Northumberland
County",-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51135,Virginia,VA,Nottoway County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,1
2010,51137,Virginia,VA,Orange County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51139,Virginia,VA,Page County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51141,Virginia,VA,Patrick County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2010,51143,Virginia,VA,Pittsylvania County,5,9,N,19,N,5,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,-1,-1,0,0,0,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,0,-8,0,-8,-1,-8,0,0
2010,51145,Virginia,VA,Powhatan County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51147,Virginia,VA,"Prince Edward
County",-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2010,51149,Virginia,VA,"Prince George
County",-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2010,51153,Virginia,VA,"Prince William
County",52,16,Y,25,Y,39,8,Y,13,41,Y,26,3,N,5,25,Y,15,0,-9,0,-1,-9,-1,65.7,N,5,-1,-9,-1,20,Y,13,27,Y,16,14,N,9,16,N,10,-1,-9,-1,-1,-9,-1,30.8,16,-1,-1,0,0,0.6,59.6,31,-1,-1,79.5,31,-1,-1,-1,-1,-1,-1,0,0,-1,-1,92.3,12,0,0,0
2010,51155,Virginia,VA,Pulaski County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2010,51157,Virginia,VA,"Rappahannock
County",0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2010,51159,Virginia,VA,Richmond County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2010,51161,Virginia,VA,Roanoke County,6,8,N,16,N,6,0,-9,0,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,0,-9,0,0,0,-1,-1,0,0,1,83.3,5,-1,-1,83.3,5,-1,-1,-1,-1,0,0,0,0,-8,-1,-8,0,-8,0,0
2010,51163,Virginia,VA,Rockbridge County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2010,51165,Virginia,VA,Rockingham County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2010,51167,Virginia,VA,Russell County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2010,51169,Virginia,VA,Scott County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2010,51171,Virginia,VA,Shenandoah County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
